5,20,20
wall,19,15,group44/resources/WallCounter.png
wall,19,16,group44/resources/WallCounter.png
wall,19,17,group44/resources/WallCounter.png
wall,19,18,group44/resources/WallCounter.png
ground,1,1,group44/resources/cells/floor.png
ground,1,2,group44/resources/cells/floor.png
ground,1,3,group44/resources/cells/floor.png
ground,1,4,group44/resources/cells/floor.png
ground,1,5,group44/resources/cells/floor.png
ground,1,6,group44/resources/cells/floor.png
ground,1,7,group44/resources/cells/floor.png
ground,1,8,group44/resources/cells/floor.png
ground,1,9,group44/resources/cells/floor.png
ground,1,10,group44/resources/cells/floor.png
ground,1,11,group44/resources/cells/floor.png
ground,1,12,group44/resources/cells/floor.png
ground,1,13,group44/resources/cells/floor.png
ground,1,14,group44/resources/cells/floor.png
ground,1,15,group44/resources/cells/floor.png,key,2
ground,1,16,group44/resources/cells/floor.png
ground,1,17,group44/resources/cells/floor.png
ground,1,18,group44/resources/cells/floor.png,player,Tomas,1,18,0,0,group44/resources/ChefDownWalk/Front1.png
ground,2,1,group44/resources/cells/floor.png
ground,2,2,group44/resources/cells/floor.png
ground,2,3,group44/resources/cells/floor.png
ground,2,4,group44/resources/cells/floor.png
ground,2,5,group44/resources/cells/floor.png
ground,2,6,group44/resources/cells/floor.png
ground,2,7,group44/resources/cells/floor.png
ground,2,8,group44/resources/cells/floor.png
ground,2,9,group44/resources/cells/floor.png
ground,2,10,group44/resources/cells/floor.png
ground,2,11,group44/resources/cells/floor.png
ground,2,12,group44/resources/cells/floor.png
ground,2,13,group44/resources/cells/floor.png
ground,2,14,group44/resources/cells/floor.png
ground,2,15,group44/resources/cells/floor.png
ground,2,16,group44/resources/cells/floor.png
ground,2,17,group44/resources/cells/floor.png
ground,2,18,group44/resources/cells/floor.png
ground,3,1,group44/resources/cells/floor.png,key,4
ground,3,2,group44/resources/cells/floor.png
ground,3,3,group44/resources/cells/floor.png
ground,3,4,group44/resources/cells/floor.png
ground,3,5,group44/resources/cells/floor.png
ground,3,6,group44/resources/cells/floor.png
ground,3,7,group44/resources/cells/floor.png
ground,3,8,group44/resources/cells/floor.png
ground,3,9,group44/resources/cells/floor.png
ground,3,10,group44/resources/cells/floor.png
ground,3,11,group44/resources/cells/floor.png
ground,3,12,group44/resources/cells/floor.png
ground,3,13,group44/resources/cells/floor.png
ground,3,14,group44/resources/cells/floor.png
ground,3,15,group44/resources/cells/floor.png
ground,3,16,group44/resources/cells/floor.png
ground,3,17,group44/resources/cells/floor.png
ground,3,18,group44/resources/cells/floor.png
water,4,1,group44/resources/cells/water.png
water,4,2,group44/resources/cells/water.png
water,4,3,group44/resources/cells/water.png
water,4,4,group44/resources/cells/water.png
water,4,5,group44/resources/cells/water.png
water,4,6,group44/resources/cells/water.png
water,4,7,group44/resources/cells/water.png
water,4,8,group44/resources/cells/water.png
keyDoor,Blue door,4,9,group44/resources/cells/blueDoor.png,group44/resources/cells/floor.png,2
water,4,10,group44/resources/cells/water.png
water,4,11,group44/resources/cells/water.png
water,4,12,group44/resources/cells/water.png
water,4,13,group44/resources/cells/water.png
water,4,14,group44/resources/cells/water.png
water,4,15,group44/resources/cells/water.png
water,4,16,group44/resources/cells/water.png
water,4,17,group44/resources/cells/water.png
water,4,18,group44/resources/cells/water.png
ground,5,1,group44/resources/cells/floor.png,token,group44/resources/cells/token.png
fire,5,2,group44/resources/cells/fire.png
fire,5,3,group44/resources/cells/fire.png
fire,5,4,group44/resources/cells/fire.png
fire,5,5,group44/resources/cells/fire.png
fire,5,6,group44/resources/cells/fire.png
fire,5,7,group44/resources/cells/fire.png
fire,5,8,group44/resources/cells/fire.png
keyDoor,Gold door,5,9,group44/resources/cells/goldDoor.png,group44/resources/cells/floor.png,4
fire,5,10,group44/resources/cells/fire.png
fire,5,11,group44/resources/cells/fire.png
fire,5,12,group44/resources/cells/fire.png
fire,5,13,group44/resources/cells/fire.png
fire,5,14,group44/resources/cells/fire.png
fire,5,15,group44/resources/cells/fire.png
fire,5,16,group44/resources/cells/fire.png
fire,5,17,group44/resources/cells/fire.png
fire,5,18,group44/resources/cells/fire.png
water,6,1,group44/resources/cells/water.png
water,6,2,group44/resources/cells/water.png
water,6,3,group44/resources/cells/water.png
water,6,4,group44/resources/cells/water.png
water,6,5,group44/resources/cells/water.png
water,6,6,group44/resources/cells/water.png
water,6,7,group44/resources/cells/water.png
water,6,8,group44/resources/cells/water.png
ground,6,9,group44/resources/cells/floor.png,token,group44/resources/cells/token.png
water,6,10,group44/resources/cells/water.png
water,6,11,group44/resources/cells/water.png
water,6,12,group44/resources/cells/water.png
water,6,13,group44/resources/cells/water.png
water,6,14,group44/resources/cells/water.png
water,6,15,group44/resources/cells/water.png
water,6,16,group44/resources/cells/water.png
water,6,17,group44/resources/cells/water.png
water,6,18,group44/resources/cells/water.png
ground,7,1,group44/resources/cells/floor.png,token,group44/resources/cells/token.png
ground,7,2,group44/resources/cells/floor.png
ground,7,3,group44/resources/cells/floor.png
ground,7,4,group44/resources/cells/floor.png
ground,7,5,group44/resources/cells/floor.png
ground,7,6,group44/resources/cells/floor.png
ground,7,7,group44/resources/cells/floor.png
ground,7,8,group44/resources/cells/floor.png
ground,7,9,group44/resources/cells/floor.png
ground,7,10,group44/resources/cells/floor.png
ground,7,11,group44/resources/cells/floor.png
ground,7,12,group44/resources/cells/floor.png
ground,7,13,group44/resources/cells/floor.png
ground,7,14,group44/resources/cells/floor.png
ground,7,15,group44/resources/cells/floor.png
ground,7,16,group44/resources/cells/floor.png
ground,7,17,group44/resources/cells/floor.png
ground,7,18,group44/resources/cells/floor.png
wall,8,1,group44/resources/WallCounter.png
wall,8,2,group44/resources/WallCounter.png
wall,8,3,group44/resources/WallCounter.png
wall,8,4,group44/resources/WallCounter.png
wall,8,5,group44/resources/WallCounter.png
wall,8,6,group44/resources/WallCounter.png
wall,8,7,group44/resources/WallCounter.png
wall,8,8,group44/resources/WallCounter.png
tokenDoor,Token door,8,9,group44/resources/cells/tokenDoor.png,group44/resources/cells/floor.png,1
wall,8,10,group44/resources/WallCounter.png
wall,8,11,group44/resources/WallCounter.png
wall,8,12,group44/resources/WallCounter.png
wall,8,13,group44/resources/WallCounter.png
wall,8,14,group44/resources/WallCounter.png
wall,8,15,group44/resources/WallCounter.png
wall,8,16,group44/resources/WallCounter.png
wall,8,17,group44/resources/WallCounter.png
wall,8,18,group44/resources/WallCounter.png
wall,9,1,group44/resources/WallCounter.png
wall,9,2,group44/resources/WallCounter.png
wall,9,3,group44/resources/WallCounter.png
wall,9,4,group44/resources/WallCounter.png
wall,9,5,group44/resources/WallCounter.png
wall,9,6,group44/resources/WallCounter.png
wall,9,7,group44/resources/WallCounter.png
wall,9,8,group44/resources/WallCounter.png
ground,9,9,group44/resources/cells/floor.png,fireBoots,group44/resources/cells/fireBoots.png
wall,9,10,group44/resources/WallCounter.png
wall,9,11,group44/resources/WallCounter.png
wall,9,12,group44/resources/WallCounter.png
wall,9,13,group44/resources/WallCounter.png
wall,9,14,group44/resources/WallCounter.png
wall,9,15,group44/resources/WallCounter.png
wall,9,16,group44/resources/WallCounter.png
wall,9,17,group44/resources/WallCounter.png
wall,9,18,group44/resources/WallCounter.png
wall,10,1,group44/resources/WallCounter.png
wall,10,2,group44/resources/WallCounter.png
wall,10,3,group44/resources/WallCounter.png
wall,10,4,group44/resources/WallCounter.png
wall,10,5,group44/resources/WallCounter.png
wall,10,6,group44/resources/WallCounter.png
wall,10,7,group44/resources/WallCounter.png
wall,10,8,group44/resources/WallCounter.png
ground,10,9,group44/resources/cells/floor.png
wall,10,10,group44/resources/WallCounter.png
wall,10,11,group44/resources/WallCounter.png
wall,10,12,group44/resources/WallCounter.png
wall,10,13,group44/resources/WallCounter.png
wall,10,14,group44/resources/WallCounter.png
wall,10,15,group44/resources/WallCounter.png
wall,10,16,group44/resources/WallCounter.png
wall,10,17,group44/resources/WallCounter.png
wall,10,18,group44/resources/WallCounter.png
ground,11,1,group44/resources/cells/floor.png,key,3
wall,11,2,group44/resources/WallCounter.png
ground,11,3,group44/resources/cells/floor.png
ground,11,4,group44/resources/cells/floor.png
ground,11,5,group44/resources/cells/floor.png
ground,11,6,group44/resources/cells/floor.png
ground,11,7,group44/resources/cells/floor.png,straightWalkingEnemy,Straight walking enemy,11,7,1,0,group44/resources/Enemies/Carrot/mrCarrotFront.png
wall,11,8,group44/resources/WallCounter.png
ground,11,9,group44/resources/cells/floor.png
ground,11,10,group44/resources/cells/floor.png
ground,11,11,group44/resources/cells/floor.png
ground,11,12,group44/resources/cells/floor.png
ground,11,13,group44/resources/cells/floor.png
ground,11,14,group44/resources/cells/floor.png
ground,11,15,group44/resources/cells/floor.png
ground,11,16,group44/resources/cells/floor.png
ground,11,17,group44/resources/cells/floor.png
ground,11,18,group44/resources/cells/floor.png
ground,12,1,group44/resources/cells/floor.png
wall,12,2,group44/resources/WallCounter.png
ground,12,3,group44/resources/cells/floor.png
ground,12,4,group44/resources/cells/floor.png
wall,12,5,group44/resources/WallCounter.png
ground,12,6,group44/resources/cells/floor.png
ground,12,7,group44/resources/cells/floor.png
wall,12,8,group44/resources/WallCounter.png
ground,12,9,group44/resources/cells/floor.png
wall,12,10,group44/resources/WallCounter.png
wall,12,11,group44/resources/WallCounter.png
wall,12,12,group44/resources/WallCounter.png
wall,12,13,group44/resources/WallCounter.png
wall,12,14,group44/resources/WallCounter.png
wall,12,15,group44/resources/WallCounter.png
wall,12,16,group44/resources/WallCounter.png
wall,12,17,group44/resources/WallCounter.png
ground,12,18,group44/resources/cells/floor.png
ground,13,1,group44/resources/cells/floor.png
wall,13,2,group44/resources/WallCounter.png
ground,13,3,group44/resources/cells/floor.png
ground,13,4,group44/resources/cells/floor.png
fire,13,5,group44/resources/cells/fire.png
ground,13,6,group44/resources/cells/floor.png
ground,13,7,group44/resources/cells/floor.png
wall,13,8,group44/resources/WallCounter.png
ground,13,9,group44/resources/cells/floor.png
wall,13,10,group44/resources/WallCounter.png
ground,13,11,group44/resources/cells/floor.png
ground,13,12,group44/resources/cells/floor.png
ground,13,13,group44/resources/cells/floor.png
ground,13,14,group44/resources/cells/floor.png
ground,13,15,group44/resources/cells/floor.png
ground,13,16,group44/resources/cells/floor.png
ground,13,17,group44/resources/cells/floor.png
ground,13,18,group44/resources/cells/floor.png
ground,14,1,group44/resources/cells/floor.png
wall,14,2,group44/resources/WallCounter.png
ground,14,3,group44/resources/cells/floor.png
ground,14,4,group44/resources/cells/floor.png
wall,14,5,group44/resources/WallCounter.png
ground,14,6,group44/resources/cells/floor.png
ground,14,7,group44/resources/cells/floor.png
wall,14,8,group44/resources/WallCounter.png
ground,14,9,group44/resources/cells/floor.png
wall,14,10,group44/resources/WallCounter.png
ground,14,11,group44/resources/cells/floor.png
ground,14,12,group44/resources/cells/floor.png
ground,14,13,group44/resources/cells/floor.png
ground,14,14,group44/resources/cells/floor.png
ground,14,15,group44/resources/cells/floor.png
ground,14,16,group44/resources/cells/floor.png
ground,14,17,group44/resources/cells/floor.png
ground,14,18,group44/resources/cells/floor.png
ground,15,1,group44/resources/cells/floor.png,wallFollowingEnemy,Wall following enemy,15,1,group44/resources/Enemies/Hotdog/mrHotDogFront.png
ground,15,2,group44/resources/cells/floor.png
ground,15,3,group44/resources/cells/floor.png
ground,15,4,group44/resources/cells/floor.png
ground,15,5,group44/resources/cells/floor.png
ground,15,6,group44/resources/cells/floor.png
ground,15,7,group44/resources/cells/floor.png
ground,15,8,group44/resources/cells/floor.png
ground,15,9,group44/resources/cells/floor.png
wall,15,10,group44/resources/WallCounter.png
ground,15,11,group44/resources/cells/floor.png
ground,15,12,group44/resources/cells/floor.png
ground,15,13,group44/resources/cells/floor.png
ground,15,14,group44/resources/cells/floor.png
ground,15,15,group44/resources/cells/floor.png
ground,15,16,group44/resources/cells/floor.png
ground,15,17,group44/resources/cells/floor.png
ground,15,18,group44/resources/cells/floor.png
ground,16,1,group44/resources/cells/floor.png
ground,16,2,group44/resources/cells/floor.png
ground,16,3,group44/resources/cells/floor.png
ground,16,4,group44/resources/cells/floor.png
ground,16,5,group44/resources/cells/floor.png
ground,16,6,group44/resources/cells/floor.png
ground,16,7,group44/resources/cells/floor.png
ground,16,8,group44/resources/cells/floor.png
ground,16,9,group44/resources/cells/floor.png
wall,16,10,group44/resources/WallCounter.png
ground,16,11,group44/resources/cells/floor.png
ground,16,12,group44/resources/cells/floor.png
ground,16,13,group44/resources/cells/floor.png
ground,16,14,group44/resources/cells/floor.png
ground,16,15,group44/resources/cells/floor.png
ground,16,16,group44/resources/cells/floor.png
ground,16,17,group44/resources/cells/floor.png
ground,16,18,group44/resources/cells/floor.png,dumbTargetingEnemy,Dumb targeting enemy,16,18,group44/resources/Enemies/Pickle/mrPickleFront.png
ground,17,1,group44/resources/cells/floor.png
wall,17,2,group44/resources/WallCounter.png
wall,17,3,group44/resources/WallCounter.png
wall,17,4,group44/resources/WallCounter.png
wall,17,5,group44/resources/WallCounter.png
wall,17,6,group44/resources/WallCounter.png
wall,17,7,group44/resources/WallCounter.png
wall,17,8,group44/resources/WallCounter.png
wall,17,9,group44/resources/WallCounter.png
wall,17,10,group44/resources/WallCounter.png
wall,17,11,group44/resources/WallCounter.png
wall,17,12,group44/resources/WallCounter.png
wall,17,13,group44/resources/WallCounter.png
wall,17,14,group44/resources/WallCounter.png
wall,17,15,group44/resources/WallCounter.png
wall,17,16,group44/resources/WallCounter.png
wall,17,17,group44/resources/WallCounter.png
wall,17,18,group44/resources/WallCounter.png
ground,18,1,group44/resources/cells/floor.png
ground,18,2,group44/resources/cells/floor.png
ground,18,3,group44/resources/cells/floor.png
ground,18,4,group44/resources/cells/floor.png
ground,18,5,group44/resources/cells/floor.png
ground,18,6,group44/resources/cells/floor.png
ground,18,7,group44/resources/cells/floor.png
ground,18,8,group44/resources/cells/floor.png
ground,18,9,group44/resources/cells/floor.png
ground,18,10,group44/resources/cells/floor.png
ground,18,11,group44/resources/cells/floor.png
ground,18,12,group44/resources/cells/floor.png
ground,18,13,group44/resources/cells/floor.png
ground,18,14,group44/resources/cells/floor.png
ground,18,15,group44/resources/cells/floor.png
ground,18,16,group44/resources/cells/floor.png
ground,18,17,group44/resources/cells/floor.png
goal,18,18,group44/resources/cells/goal.png
