1,20,20
ground,17,9,source/group44/resources/cells/floor.png
ground,17,10,source/group44/resources/cells/floor.png
ground,17,11,source/group44/resources/cells/floor.png
ground,17,12,source/group44/resources/cells/floor.png
ground,17,13,source/group44/resources/cells/floor.png
ground,17,14,source/group44/resources/cells/floor.png
ground,17,15,source/group44/resources/cells/floor.png
ground,17,16,source/group44/resources/cells/floor.png
ground,17,17,source/group44/resources/cells/floor.png
ground,17,18,source/group44/resources/cells/floor.png
ground,18,1,source/group44/resources/cells/floor.png
ground,18,2,source/group44/resources/cells/floor.png
ground,18,3,source/group44/resources/cells/floor.png
ground,18,4,source/group44/resources/cells/floor.png
ground,18,5,source/group44/resources/cells/floor.png
ground,18,6,source/group44/resources/cells/floor.png
ground,18,7,source/group44/resources/cells/floor.png
ground,18,8,source/group44/resources/cells/floor.png
ground,18,9,source/group44/resources/cells/floor.png
ground,18,10,source/group44/resources/cells/floor.png
ground,18,11,source/group44/resources/cells/floor.png
ground,18,12,source/group44/resources/cells/floor.png
ground,18,13,source/group44/resources/cells/floor.png
ground,18,14,source/group44/resources/cells/floor.png
ground,18,15,source/group44/resources/cells/floor.png
ground,18,16,source/group44/resources/cells/floor.png
ground,18,17,source/group44/resources/cells/floor.png
goal,18,18,source/group44/resources/cells/goal.png
